"FRST_LETTER"	"fse"	"domain"	"vulcan"
"9645"	"l"	"Liquor store"	NA	"omonel-mahr-kel"
"9646"	"l"	"List"	"catalog, index"	"feim(n.), feim-tor(v.)"
"9647"	"l"	"List"	"lean"	"galat(n.), gal-tor(v.)"
"9648"	"l"	"Listen"	NA	"nazhu-tor"
"9649"	"l"	"Literature"	NA	"kitau-tanaf"
"9650"	"l"	"Lithiasis"	NA	"nafek-kov-torvaya"
"9651"	"l"	"Lithification"	NA	"kovtaya"
"9652"	"l"	"Lithium"	NA	"pim-tukh"
"9653"	"l"	"Lithium-ion battery"	NA	"kipof t'falun-kruslar t'pim-tukh"
"9654"	"l"	"Lithologist"	NA	"kov-talsu"
"9655"	"l"	"Lithology"	NA	"kov-tal"
"9656"	"l"	"Lithosphere"	NA	"kov-ek'shal"
"9657"	"l"	"Lithostratigrapher"	NA	"kov-tin-talsu"
"9658"	"l"	"Lithostratigraphy"	NA	"kov-tin-tal"
"9659"	"l"	"Lithuresis"	NA	"kov-vazhaya"
"9660"	"l"	"Litter"	"n., set of offspring"	"tereteshanu"
"9661"	"l"	"Litter size"	NA	"tereteshanu-suk'es"
"9662"	"l"	"Little"	"adj."	"pi, pi'"
"9663"	"l"	"Little finger"	NA	"wuhr-ozh"
"9664"	"l"	"The Little People"	"myth."	"Pi'Suyu"
"9665"	"l"	"Littoral"	"n."	"mashen-shahov-shal(area); gef-glu'es(system)"
"9666"	"l"	"Live"	NA	"kaha'kiv-, kaha'kivik(adj.); ha-tor(v.)"
"9667"	"l"	"Live a long time"	NA	"dif-tor"
"9668"	"l"	"Live steam"	NA	"sa-kahnek-zhis"
"9669"	"l"	"Lively"	"adj."	"ha'kiv-bosh|-|"
"9670"	"l"	"Liver"	"anat."	"nehasamau-nafek(TGV), nehasamek(MGV)"
"9671"	"l"	"Liverwort"	NA	"yekvat"
"9672"	"l"	"Livestock"	NA	"kahm-aushfatra"
"9673"	"l"	"Living"	"adj."	"hayan-, hayanik"
"9674"	"l"	"The Living"	NA	"Hayanu"
"9675"	"l"	"Livingroom"	NA	"gad-ha-shal"
"9676"	"l"	"Lizard"	NA	"lihzuhrd(VTW)"
"9677"	"l"	"Llangon Mountains"	NA	"Kunel-zehl t'Llangon"
"9678"	"l"	"Lo"	NA	"ee"
"9679"	"l"	"Load"	NA	"tus(n., cargo, etc.), tus-tor(v., cargo, etc.); vipohtau(v., gun)"
"9680"	"l"	"Loaded, to be"	NA	"putus-tor"
"9681"	"l"	"Loaf"	"n."	"klevihpan"
"9682"	"l"	"Loam"	NA	"makrizhiv"
"9683"	"l"	"Loathe"	NA	"sufnuvau"
"9684"	"l"	"Lob"	NA	"kesel(n.), kesel-tor(v.)"
"9685"	"l"	"Lobe"	NA	"shal-kal"
"9686"	"l"	"Lobed"	"adj."	"shal-kalal-, shal-kalalik"
"9687"	"l"	"Lobby"	"hotel"	"hafan-khom-shal"
"9688"	"l"	"Local"	"adj."	"lat-, latik"
"9689"	"l"	"Local area network "	"LAN"	"lat-shal-vistra (LShV)"
"9690"	"l"	"Local time"	NA	"lat-wak"
"9691"	"l"	"Locate"	"v."	"tal-tor(find); shitau(put into place)"
"9692"	"l"	"Located, to be"	"situated"	"shiyau"
"9693"	"l"	"Location"	NA	"shi"
"9694"	"l"	"Lock"	NA	"klachek(n., device); klachu(n., aiming); klacha(v.)"
"9695"	"l"	"Lock down"	NA	"ek'klacha"
"9696"	"l"	"Lock washer, Locking washer"	NA	"klacha-ret'kuv"
"9697"	"l"	"Locker"	NA	"|pi'|tsorayek"
"9698"	"l"	"Locket"	NA	"tu'adal-ek'zeru"
"9699"	"l"	"Locknut, Lock nut, Locking nut"	NA	"klacha-fnuhrk"
"9700"	"l"	"Locomotive"	NA	"shefek-seshayek"
"9701"	"l"	"Locus"	NA	"eku-svitan"
"9702"	"l"	"Lodestone"	NA	"malat-seshan-kov"
"9703"	"l"	"Loess, L_ss"	"geol."	"salan-sal-titaya"
"9704"	"l"	"Log"	"n."	"hali-dunap(book); lapuh(wood)"
"9705"	"l"	"Log cabin"	NA	"lapuh-kel"
"9706"	"l"	"Logarithm"	NA	"talashenek"
"9707"	"l"	"Logarithmic distribution"	NA	"talash-sagan"
"9708"	"l"	"Logarithmic integral"	NA	"talash-ketil"
"9709"	"l"	"Logarithmic number"	NA	"talash-su'us"
"9710"	"l"	"Logarithmic spiral"	NA	"talash-kulan"
"9711"	"l"	"Logic"	NA	"ozhika"
"9712"	"l"	"Logical"	NA	"ozhikaik"
"9713"	"l"	"Logistics - ekelahkatrumular"	NA	""
"9714"	"l"	"Logo"	NA	"krozhakebihk"
"9715"	"l"	"Logogram"	NA	"zhit-sehtebihk"
"9716"	"l"	"Loincloth"	NA	"san-sai"
"9717"	"l"	"Loneliness"	NA	"mihla'es"
"9718"	"l"	"Lonely"	NA	"mihla"
"9719"	"l"	"Long"	"adj."	"wu|-|"
"9720"	"l"	"Long time"	NA	"akarshif"
"9721"	"l"	"Long-lasting"	"adj."	"wu-palesh-, wu-paleshik"
"9722"	"l"	"Long-term"	"adj."	"wu'nil-, wu'nilik"
"9723"	"l"	"Long-term memory"	NA	"wu'nil-vokaya"
"9724"	"l"	"Longboat"	NA	"nel-pi'masu-hali, nel-pi'mashali"
"9725"	"l"	"Longbow"	NA	"wu-kes-wun"
"9726"	"l"	"Longer"	"adj."	"weh-wu|-|"
"9727"	"l"	"Longest"	"adj."	"dan-wu|-|"
"9728"	"l"	"Longevity"	NA	"difan'es(lifespan); wu'nil'es(lasting)"
"9729"	"l"	"Longitude"	"geog."	"wut|-zehl|"
"9730"	"l"	"Longshore current"	NA	"bi-gefik masutra-pilash"
"9731"	"l"	"Longshore drift"	NA	"bi-gef-maraya"
"9732"	"l"	"Longshoreman"	NA	"kif-zupsu"
"9733"	"l"	"Look"	"v."	"glazhau"
"9734"	"l"	"Look at"	NA	"figlazhau"
"9735"	"l"	"Look down"	NA	"nuglazhau"
"9736"	"l"	"Look for"	"v."	"naglazhau"
"9737"	"l"	"Look up"	NA	"abuglazhau"
"9738"	"l"	"Lookout"	"n."	"naglazhausu"
"9739"	"l"	"Loom"	NA	"svimog-nevis"
"9740"	"l"	"Loop"	"n."	"pakuv"
"9741"	"l"	"Loose"	"adj."	"thal|-|"
"9742"	"l"	"Loosen"	NA	"thal-tor"
"9743"	"l"	"Loot"	"v."	"dorisnem-tor"
"9744"	"l"	"Looter"	NA	"dorisnemsu"
"9745"	"l"	"Looting"	"n."	"dorisneman"
"9746"	"l"	"Lop"	"v."	"gelem-tor"
"9747"	"l"	"Loppers"	NA	"gelemek"
"9748"	"l"	"Lord"	"n."	"|o|pidsu(religious), osasu(honorary/political/royalty)"
"9749"	"l"	"Lore"	NA	"kethtra"
"9750"	"l"	"Lorry"	NA	"nahaleshek"
"9751"	"l"	"Lorry driver"	NA	"nahaleshek-yetursu"
"9752"	"l"	"Lose"	NA	"pak-tor"
"9753"	"l"	"Loser"	NA	"paksu"
"9754"	"l"	"Loss"	NA	"pak"
"9755"	"l"	"Loss of signal "	"LOS"	"glantokaya-pak"
"9756"	"l"	"Lost"	"adj."	"paki-, pakik"
"9757"	"l"	"Lost, to be"	NA	"pupak-tor"
"9758"	"l"	"Lost, to become"	NA	"tapak-tor"
"9759"	"l"	"Lost at sea"	"adj."	"fimasutra-pakalik"
"9760"	"l"	"Lotic"	NA	"yumau-masutik"
"9761"	"l"	"Lottery"	NA	"su'us-tordvekuhlaya"
"9762"	"l"	"Loud"	NA	"ral|-|"
"9763"	"l"	"Loudness"	NA	"ral'es"
"9764"	"l"	"Loudspeaker"	NA	"saralashek"
"9765"	"l"	"Lounge"	"n., club"	"d'mash"
"9766"	"l"	"Lousy"	NA	"knuk|-|"
"9767"	"l"	"Love"	NA	"ashaya(n.), ashau(v.); lohk(n., NGS, used in poetry or song)"
"9768"	"l"	"Love potion"	NA	"ashau-krel-masu"
"9769"	"l"	"Love story"	NA	"ashaya-var"
"9770"	"l"	"Loved"	"adj."	"ashal-, ashalik"
"9771"	"l"	"Lover"	NA	"ashausu"
"9772"	"l"	"Loving"	"adj."	"ashaun-, ashaunik"
"9773"	"l"	"Low"	"adj."	"nuk|-|"
"9774"	"l"	"Low blood pressure"	NA	"nuk-khaf-vihish"
"9775"	"l"	"Low desert"	NA	"nuk-eshikh"
"9776"	"l"	"Low-energy charged-particle detector"	NA	"patalek t'nuk-tepulik vifalunal-pi'gallar"
"9777"	"l"	"Low gain antenna "	"LGA"	"nuk-nazhanik kash-gel"
"9778"	"l"	"Low metabolic rate"	NA	"nuk di'kish-tor-tav"
"9779"	"l"	"Low metabolism"	NA	"nuk-di'kish-torek"
"9780"	"l"	"Low-noise amplifier "	"LNA"	"nuk-ralash-ashenayek"
"9781"	"l"	"Low pressure"	"meteor."	"nuk-vihish"
"9782"	"l"	"Low resolution"	NA	"nuk-tahmoh-, nuk-tahmohik(adj.); nuk-tahmoh(n.)"
"9783"	"l"	"Low tide"	NA	"nuk-mashen"
"9784"	"l"	"Low-water interval"	NA	"svi-wak t'nuk-masu"
"9785"	"l"	"Low-water mark"	NA	"ulidar t'nuk-masu"
"9786"	"l"	"Lower"	NA	"weh-nuk|-|(adj.); nu-tor(v.)"
"9787"	"l"	"Lower factorial"	NA	"weh-nuk-klayanek"
"9788"	"l"	"Lower integral"	NA	"weh-nuk-ketil"
"9789"	"l"	"Lower jaw"	NA	"nuk-ahs"
"9790"	"l"	"Lower limit"	NA	"weh-nuk-grei"
"9791"	"l"	"Lower sum"	NA	"weh-nuk hau-ov"
"9792"	"l"	"Lowering"	"n., drop"	"nut"
"9793"	"l"	"Lowest"	"adj."	"dan-nuk|-|"
"9794"	"l"	"Lowland"	"s"	"nuk-shal|tra|"
"9795"	"l"	"Loyal"	NA	"fonn|-|"
"9796"	"l"	"Loyalty"	NA	"fonn'es"
"9797"	"l"	"Lubricant"	NA	"pa'elminau-tukh"
"9798"	"l"	"Lubricate"	NA	"pa'elminau"
"9799"	"l"	"Lubrication"	NA	"pa'elminaya"
"9800"	"l"	"Luciferase"	NA	"lusifereis, ha-ha'tanaya-zalu"
"9801"	"l"	"Luciferin"	NA	"lusiferihn, ha-ha'tanaya-wehtukh"
"9802"	"l"	"Luck"	NA	"guhngi"
"9803"	"l"	"Luckily"	NA	"k'guhngi"
"9804"	"l"	"Lucky"	NA	"guhngi-bosh|-|"
"9805"	"l"	"Ludicrous"	"adj."	"bahst-, bahstik"
"9806"	"l"	"Luff"	"n., sail"	"fa-rihk t'mashalo-thalv"
"9807"	"l"	"Luggage"	"pl."	"kaistukh"
"9808"	"l"	"Lugnut"	NA	"halek-fnuhrk"
"9809"	"l"	"Lugsail"	NA	"luf-mashalo-thalv"
"9810"	"l"	"Lull"	"n."	"svizh"
"9811"	"l"	"Lullaby"	NA	"yuk-rarav"
"9812"	"l"	"Lumbago"	NA	"ne-pla'dor-kusut"
"9813"	"l"	"Lumbar nerve"	NA	"ne-pla'dor-wel"
"9814"	"l"	"Lumbar vertebra"	NA	"ne-pla'dor-hinek"
"9815"	"l"	"Lumber"	NA	"puneshal-lapan"
"9816"	"l"	"Lumber mill"	NA	"shi'lapan-puneshan"
"9817"	"l"	"Luminescence"	NA	"dakh-ha'tanaya"
"9818"	"l"	"Luminous"	NA	"dakh-ha'tanal-, dakh-ha'tanalik"
"9819"	"l"	"Lump"	"n."	"vihk"
"9820"	"l"	"Lunar"	"adj."	"lunupik"
"9821"	"l"	"Lunar eclipse"	NA	"|lunupik| aikum-ek'duv"
"9822"	"l"	"Lunar lander"	NA	"lunupik fisolekayek"
"9823"	"l"	"Lunar module"	NA	"lunupik fisolekau-vel"
"9824"	"l"	"Lunar regolith"	NA	"|lunupik| aikum-solek"
"9825"	"l"	"Lunch"	"n."	"khi-gad-yem"
"9826"	"l"	"Lune"	NA	"tvimesau-kes-krus"
"9827"	"l"	"Lung"	NA	"esh-sa'haf(TGV), eshaf(MGV)"
"9828"	"l"	"Lungfish"	NA	"esh-sa'haf-aluk(TGV), eshaf-aluk(MGV)"
"9829"	"l"	"Lurch"	NA	"ktaya(n.); ktau(v.)"
"9830"	"l"	"Luster"	"n., gemology"	"sakov'gelaya"
"9831"	"l"	"Lutetium"	NA	"kern-tukh"
"9832"	"l"	"Luxury"	NA	"ihromat"
"9833"	"l"	"Lycanthropy"	NA	"viwolfuvulaya"
"9834"	"l"	"Lymph"	NA	"yak|-masu|"
"9835"	"l"	"Lymph node"	NA	"yak-kal"
"9836"	"l"	"Lymph"	"atic"	"yak-mev"
"9837"	"l"	"Lymphatic system"	NA	"yakektra"
"9838"	"l"	"Lymphocyte"	NA	"yak-nala"
"9839"	"l"	"Lymphoma"	NA	"yak-gnal"
"9840"	"l"	"Lyre"	NA	"lai'uhr"
"9841"	"l"	"Lysosome"	NA	"skaun-pi'vel"
"9842"	"m"	"Macabre"	NA	"klihrank-, klihrankik"
"9843"	"m"	"Mace"	"n."	"gluhg(weapon); meis(defensive spray)"
"9844"	"m"	"Machete"	NA	"kastra-lipau"
"9845"	"m"	"Machine"	"n."	"mish-vel"
"9846"	"m"	"Machine gun"	"n."	"sahr-pohshayek(TGV), sahr-pohshek(MGV)|SP|"
"9847"	"m"	"Machinery"	NA	"mish-veltra"
"9848"	"m"	"Macroclimate"	NA	"suk'shal-ek'nosh"
"9849"	"m"	"Macrofossil"	NA	"gla-kovalik vesht-ha-vel"
"9850"	"m"	"Macrophage"	NA	"suk'yokul-nala"
"9851"	"m"	"Mad"	"adj."	"reshnek|-|(angry); rikohs-, rikohsik(insane)"
"9852"	"m"	"Madam"	NA	"ko-osu"
"9853"	"m"	"Madness"	NA	"so-resh(anc.)"
"9854"	"m"	"Mafic"	"adj."	"shek-wal-, shek-walik"
"9855"	"m"	"Magazine"	NA	"pohsh-tukh-tsorkel(ammo storage); tevun-krus-sakuhishap(publication)"
"9856"	"m"	"Magazine publisher"	NA	"sakuhishsu t'tevun-krus-sakuhishaplar"
"9857"	"m"	"Magenta"	"color"	"mol-kur"
"9858"	"m"	"Magic"	"n."	"zaipos(anc.)"
"9859"	"m"	"Magic act"	NA	"zaipos-toperuvaya"
"9860"	"m"	"Magic trick"	NA	"zaipos-hehni"
"9861"	"m"	"Magic"	"al"	"zaiposyan-, zaiposyanik"
"9862"	"m"	"Magician"	NA	"zaipossu"
"9863"	"m"	"Magistrate"	NA	"kahrtosu"
"9864"	"m"	"Magma"	NA	"tvi-zul"
"9865"	"m"	"Magma chamber"	NA	"zul-tvi-shal"
"9866"	"m"	"Magmatic"	NA	"tvi-zulatik"
"9867"	"m"	"Magnathrust propulsion unit"	NA	"datau-kebi t'seshan-kwit"
"9868"	"m"	"Magnesite"	NA	"sovnol-reh-eshu t'wal-tukh"
"9869"	"m"	"Magnesium"	NA	"wal-tukh"
"9870"	"m"	"Magnet"	NA	"seshan-vel(metal), seshan-kov(stone)"
"9871"	"m"	"Magnetic"	NA	"seshan-, seshupik"
"9872"	"m"	"Magnetic activity"	NA	"seshan|-vunai|-toran"
"9873"	"m"	"Magnetic anomaly"	NA	"seshupik flekh'es"
"9874"	"m"	"Magnetic constrictor"	NA	"seshan-khluhkayek"
"9875"	"m"	"Magnetic field"	NA	"seshan-vunai"
"9876"	"m"	"Magnetic field drive"	NA	"seshan-vunai-yeturek"
"9877"	"m"	"Magnetic field intensity"	NA	"karik'es t'seshan-vunai"
"9878"	"m"	"Magnetic levitation "	"mag-lev"	"seshan-zaipashenaya"
"9879"	"m"	"Magnetic plasma guide"	NA	"seshan-snazh-kakhartayek"
"9880"	"m"	"Magnetic repulsor"	NA	"seshan-kwitayek"
"9881"	"m"	"Magnetic resonance imaging "	"MRI"	"seshan-vunaik kusilaya-glakuvaun"
"9882"	"m"	"Magnetic seal"	NA	"seshan-fen"
"9883"	"m"	"Magnetic storage bottle"	NA	"seshan-korsau-tuhlek"
"9884"	"m"	"Magnetism"	NA	"mokev-seshan"
"9885"	"m"	"Magnetite"	NA	"nesh-shek-van"
"9886"	"m"	"Magnetization"	NA	"seshantaya"
"9887"	"m"	"Magnetize"	NA	"seshantau"
"9888"	"m"	"Magneto"	NA	"seshan-ferek"
"9889"	"m"	"Magnetometer"	NA	"seshan-thonek"
"9890"	"m"	"Magnetosphere"	NA	"seshan-ek'shal"
"9891"	"m"	"Magnification"	NA	"sukmakhaya"
"9892"	"m"	"Magnificent"	NA	"sukmakho'uk|-|"
"9893"	"m"	"Magnifier"	NA	"sukmakhayek"
"9894"	"m"	"Magnify"	NA	"sukmakhau"
"9895"	"m"	"Magnifying glass"	NA	"sukmakhaun-el'gelek"
"9896"	"m"	"Magnitude"	NA	"pul'es"
"9897"	"m"	"Magnospanner"	NA	"seshan-mish-raul"
"9898"	"m"	"Maid"	NA	"ko-kelek-dvinsu(house), ko-hafan-dvinsu(hotel)"
"9899"	"m"	"Maiden"	"n."	"|ko-|nursu"
"9900"	"m"	"Maiden voyage"	NA	"ek'wuhr-halan"
"9901"	"m"	"Mail"	NA	"sakat(n., post), sakat-tor(v.); naf-fo-wein(n., armor)"
"9902"	"m"	"Mail bag"	NA	"sakat-sa'haf"
"9903"	"m"	"Mailbox"	NA	"sakat-natuhn"
"9904"	"m"	"Mailman"	NA	"sakat-tefusu"
"9905"	"m"	"Main"	"adj."	"nel-, nelik"
"9906"	"m"	"Main archives"	NA	"nel-oska"
"9907"	"m"	"Main armory"	NA	"nel-wun-shal"
"9908"	"m"	"Main bridge"	NA	"nel-tash-svitan"
"9909"	"m"	"Main bus"	"electr."	"nel-rafanitra"
"9910"	"m"	"Main computer processor"	NA	"nel-patorayek t'tum-vel"
"9911"	"m"	"Main engineering"	NA	"nel-mish-sutauk"
"9912"	"m"	"Main gangway hatch"	NA	"nel-thro-svep t'thro-yut"
"9913"	"m"	"Main gate"	NA	"nel-temep"
"9914"	"m"	"Main viewer"	NA	"nel-gluvayek"
"9915"	"m"	"Mainframe"	"computers"	"nel-tum-veltan"
"9916"	"m"	"Mainland"	NA	"nel-solektra"
"9917"	"m"	"Mainmast"	NA	"nel-lap"
"9918"	"m"	"Mainsail"	NA	"nel-mashalo-thalv"
"9919"	"m"	"Mainsheet"	NA	"tash-zehl t'tvau-lap"
"9920"	"m"	"Mainspring"	NA	"nel-mopakuv"
"9921"	"m"	"Mainstream flow"	NA	"nel-pilash-yumaya"
"9922"	"m"	"Maintain"	NA	"rompotau"
"9923"	"m"	"Maintenance"	NA	"rompotaya"
"9924"	"m"	"Maintenance man"	NA	"sa-rompotausu"
"9925"	"m"	"Maintenance shop"	NA	"rompotau-zup-shal"
"9926"	"m"	"Major"	NA	"mortu-, mortuyik(adj.); tra-lan(n., rank)"
"9927"	"m"	"Major general"	NA	"dah-kahr-lan"
"9928"	"m"	"Major incident"	NA	"yauli-pavesh"
"9929"	"m"	"Major incident action plan"	NA	"yaulik pavesh-torai-dotoran"
"9930"	"m"	"Major incident command"	NA	"yauli-pavesh-khartautra"
"9931"	"m"	"Major incident command post"	NA	"yauli-pavesh-khartau-sunena"
"9932"	"m"	"Major incident command system"	NA	"yaulik pavesh-khartau-torektra"
"9933"	"m"	"Major incident commander"	NA	"yauli-pavesh-khartausu"
"9934"	"m"	"Majority"	"n."	"danan"
"9935"	"m"	"Make"	"v."	"tor"
"9936"	"m"	"Make sure"	NA	"bif-tor"
"9937"	"m"	"Make-up, Makeup"	"n., cosmetics"	"wadi-tremuhrau-tukh"
"9938"	"m"	"Malachite"	NA	"yarkorak"
"9939"	"m"	"Malady"	NA	"has-mar"
"9940"	"m"	"Male"	NA	"sa-, sayik(adj.); sasu(n., sentient), safa(n., non-sentient)"
"9941"	"m"	"Malformation"	NA	"rasahkos-shidoraya"
"9942"	"m"	"Malfunction"	"n."	"ri'is-lof"
"9943"	"m"	"Malignant"	NA	"klihka'kos-, klihka'kosik"
"9944"	"m"	"Mall"	NA	"wehk-ramakurai"
"9945"	"m"	"Malleable"	NA	"movzulaun-, movzulaunik"
"9946"	"m"	"Malleability"	NA	"movzulaun'es"
"9947"	"m"	"Mallet"	"n."	"lapan-mah-vel"
"9948"	"m"	"Malnutrition"	NA	"yem-tan-fam"
"9949"	"m"	"Malodorous"	NA	"rasvil-, rasvilik"
"9950"	"m"	"Mammal"	NA	"thas-aushfa"
"9951"	"m"	"Mammary gland"	NA	"thas-pi'nafek"
"9952"	"m"	"Man"	"n., male person"	"sasu"
"9953"	"m"	"Manacle"	"n."	"natel-naf-elakh(TGV), natel-naflakh(MGV)"
"9954"	"m"	"Manage"	NA	"khartau"
"9955"	"m"	"Management"	NA	"khartaya"
"9956"	"m"	"Manager"	NA	"khartausu"
"9957"	"m"	"Mandible"	NA	"nuk-ahs|-hinek|"
"9958"	"m"	"Mane"	NA	"talu-isachyatra"
"9959"	"m"	"Maneuver"	NA	"khardvun(n.), khardvu-tor(v.)"
"9960"	"m"	"Maneuverability"	NA	"khardvu-yehat'es"
"9961"	"m"	"Maneuverable"	NA	"khardvu-yehat"
"9962"	"m"	"Manganese"	NA	"shel-tukh"
"9963"	"m"	"Manganese nodule"	NA	"kov-dukal t'shel-tukh"
"9964"	"m"	"Mange"	NA	"riyeht-wadi-nosh |t'aushfa|"
"9965"	"m"	"Manger"	NA	"yem-muhraf"
"9966"	"m"	"Mangrove forest"	NA	"alem-flash-laptra"
"9967"	"m"	"Mangrove swamp"	NA	"alem-flash"
"9968"	"m"	"Manhood"	NA	"sasu-kwel"
"9969"	"m"	"Manhole"	NA	"su-razh"
"9970"	"m"	"Manicure"	"nails"	"felutunaya(n.), felutunau(v.)"
"9971"	"m"	"Manicurist"	NA	"felutunausu"
"9972"	"m"	"Manifest"	"n., list"	"tusla-feim, su-feim"
"9973"	"m"	"Manifestation"	NA	"tam'saudaya"
"9974"	"m"	"Manifold"	"n."	"wehk-vel"
"9975"	"m"	"Manipulate"	NA	"el'tanarau"
"9976"	"m"	"Manipulation"	NA	"el'tanaraya"
"9977"	"m"	"Mankind"	NA	"Komihntra"
"9978"	"m"	"Manned"	"adj."	"sutan-, sutanik"
"9979"	"m"	"Manned flight"	NA	"sutan-hash"
"9980"	"m"	"Manned maneuvering unit "	"MMU"	"sutan-khardvuyan-kebi"
"9981"	"m"	"Manned spaceflight"	NA	"sutan-stukh-hash"
"9982"	"m"	"Mannequin"	NA	"nunau-su-shid"
"9983"	"m"	"Manners"	NA	"gladzhu"
"9984"	"m"	"Manservant"	NA	"sa|-kelek|-dvinsu"
"9985"	"m"	"Mansion"	NA	"suk-kelek"
"9986"	"m"	"Mantel"	NA	"abru-yon-nef"
"9987"	"m"	"Mantel clock"	NA	"wak-vel t'abru-yon-nef"
"9988"	"m"	"Mantissa"	NA	"teh-krus t'talashenek"
"9989"	"m"	"Mantle"	"geol."	"tvi-kovtra"
"9990"	"m"	"Manual"	NA	"el'rupik(adj.); kakharnap(n., instruction book)"
"9991"	"m"	"Manual control"	NA	"el'rupik tash|ek|"
"9992"	"m"	"Manual hatch control"	NA	"el'rupik thro-svep-tashek"
"9993"	"m"	"Manual transaxle"	NA	"el'rupik mesmishek-da-fek"
"9994"	"m"	"Manual transmission"	NA	"el'rupik mesmishek"
"9995"	"m"	"Manufacture"	"v."	""
"9996"	"m"	""	NA	"torvau"
"9997"	"m"	"Manufacturer"	NA	"torvausu"
"9998"	"m"	"Manuscript"	NA	"el'ru-kisev"
"9999"	"m"	"Many"	NA	"wehk|-|"
"10000"	"m"	"Map"	NA	"besan(n.), besau(v.)"
"10001"	"m"	"Mapping"	"n."	"besaya"
"10002"	"m"	"Marauder"	NA	"absakausu"
"10003"	"m"	"Marble"	"stone"	"marbuhl(VTW)"
"10004"	"m"	"Marcasite"	NA	"dah-vlau'u t'shek-tukh"
"10005"	"m"	"March"	"military, etc."	"terask'halan(n.), terask'hal-tor(v.)"
"10006"	"m"	"Marching band"	NA	"terask'halyan-ralastravek"
"10007"	"m"	"Margin"	"n."	"rihkal"
"10008"	"m"	"Mariculture"	NA	"masurokasaya"
"10009"	"m"	"Marijuana"	NA	"meruh'wanuh"
"10010"	"m"	"Marine"	NA	"masutra-, masutraik(adj.); masutra-ask'ersu(n.)"
"10011"	"m"	"Marine archeologist"	NA	"masutra-veshtsu-talsu"
"10012"	"m"	"Marine archeology"	NA	"masutra-veshtsu-tal"
"10013"	"m"	"Marine biologist"	NA	"masutra-ha-talsu"
"10014"	"m"	"Marine biology"	NA	"masutra-ha-tal"
"10015"	"m"	"Marine corps"	NA	"masutra-ask'er-ek'sutravek"
"10016"	"m"	"Marine terrace"	NA	"masutra-nef"
"10017"	"m"	"Mariner"	NA	"masutrasu"
"10018"	"m"	"Mark"	NA	"ulidar(n.), ulidau(v.)"
"10019"	"m"	"Mark up"	"v."	"paulidau"
"10020"	"m"	"Marked, to be"	NA	"pu'ulidau"
"10021"	"m"	"Marker"	NA	"ulidek"
"10022"	"m"	"Marker beacon"	NA	"ulidau-glaribek"
"10023"	"m"	"Marker buoy"	NA	"ulidayek"
"10024"	"m"	"Market"	"n."	"ramakurai"
"10025"	"m"	"Market, to go to"	NA	"ramakal-tor"
"10026"	"m"	"Market-place"	NA	"shi'ramakurai"
"10027"	"m"	"Marking"	"n."	"ulidaya"
"10028"	"m"	"Marl"	NA	"vom-krizhiv"
"10029"	"m"	"Marlinspike, Marlingspike"	NA	"elatersau-raul"
"10030"	"m"	"Maroon"	NA	"nev-kur(n., color); zatrasha |fi'vikuvtra|(v., leave behind)"
"10031"	"m"	"Marquess, Marquis, Marchese"	NA	"sa-te'ahmikor"
"10032"	"m"	"Marriage"	NA	"kun-ut"
"10033"	"m"	"Marriage ceremony"	NA	"kun-ut van-kal(anc.)"
"10034"	"m"	"Marriage challenge"	NA	"kun-ut kali-fi(anc.)"
"10035"	"m"	"Marriage proposal"	NA	"kun-ut so'lik(anc.)"
"10036"	"m"	"Married"	NA	"telik"
"10037"	"m"	"Marrow"	NA	"hinek-masu(bone); mero(vegetable)"
"10038"	"m"	"Marry"	"v."	"kun-utau"
"10039"	"m"	"Marsh"	NA	"masu-kastra"
"10040"	"m"	"Marshal"	NA	"marshuhl(law enforcement), solai-lan(military)"
"10041"	"m"	"Marsupial"	"n."	"sa'haf-thas-aushfa"
"10042"	"m"	"Martial arts"	NA	"wehk-pukan"
"10043"	"m"	"Martial law"	NA	"subaski-to-gav"
"10044"	"m"	"Martini"	NA	"mar'tini"
"10045"	"m"	"Martyr"	NA	"trefem(n.); trefei(v.)"
"10046"	"m"	"Martyred, to be"	NA	"putrefei"
"10047"	"m"	"Marvel"	"n."	"rorokel"
"10048"	"m"	"Maser"	NA	"numo-pral-sayek"
"10049"	"m"	"Mask"	"n."	"limein"
"10050"	"m"	"Mason"	NA	"kov-torvausu"
"10051"	"m"	"Masonry"	NA	"kov-torvaya"
"10052"	"m"	"Masonry trowel"	NA	"sak-gli'ash-raul t'kov-torvausu"
"10053"	"m"	"Masquerade ball, Masked ball"	NA	"limeinalsu-tamut"
"10054"	"m"	"Masquerade party"	NA	"limeinalsu-gabuluh"
"10055"	"m"	"Mass"	"physics"	"shivak"
"10056"	"m"	"Mass hysteria"	NA	"tersh-ek'vash-nosh"
"10057"	"m"	"Mass suicide"	NA	"tersh-shai-staya"
"10058"	"m"	"Massacre"	NA	"ek'riyeht-staya(n.), ek'riyeht-stau(v.)"
"10059"	"m"	"Massage"	"v."	"dvunek-zup-tor"
"10060"	"m"	"Masseur"	NA	"sa-dvunek-zupsu"
"10061"	"m"	"Masseuse"	NA	"ko-dvunek-zupsu"
"10062"	"m"	"Massive"	NA	"masuk, masuk'"
"10063"	"m"	"Mast"	"ship"	"mashalo-thalv-lap"
"10064"	"m"	"Master"	NA	"trensu(n.); tren-tor(v.)"
"10065"	"m"	"Master clock"	NA	"trentash-wak-vel"
