index	FRST_LETTER	vulcan	pronunciation	variety	pos	croftian_crossling_concepts	fse	misc
2572	r	Raf-ar'kada-, Raf-ar'kadaik 	NA	MGV	adj.	PROP.CONC	electronic	electr.
2573	r	Raf-ar'kada-dvelek 	NA	MGV	adj.	PROP.CONC	electronic switch	electr.
2574	r	Raf-ar'kada-ha'wein 	NA	MGV	n.	OBJ.CONC	electronic shutter (camera)	electr.
2575	r	Raf-ar'kada-kahat 	NA	MGV	n.	OBJ.CONC	electronic flash	electr.
2576	r	Raf-ar'kada-sakat 	NA	MGV	n.	OBJ.CONC	electronic mail (e-mail)	electr.
2577	r	Raf-ar'kada-sutauk 	NA	MGV	n.	OBJ.CONC	electronics bay	electr.
2578	r	Raf-ar'kada-tash 	NA	MGV	n.	OBJ.CONC	electronic control	electr.
2579	r	Raf-ar'kada-tehnokatlar 	NA	MGV	n.	OBJ.CONC	electronic countermeasures (ECM)	electr.
2580	r	Raf-ar'kada-tvelkaun 	NA	MGV	n.	OBJ.CONC	electronic tuning	electr.
2581	r	Raf-ar'kada-vellar 	NA	MGV	n.	OBJ.CONC	electronics (equipment)	electr.
2582	r	Raf-ar'kada-viralashek 	NA	MGV	n.	OBJ.CONC	electronic microphone	electr.
2583	r	Raf-ar'kada-yonan 	NA	MGV	n.	OBJ.CONC	electronic ignition	electr.
2584	r	Raf-dataya 	NA	MGV	n.	OBJ.CONC	electric propulsion	electr.
2585	r	Raf-dvun-nekwitaya 	NA	MGV	n.	OBJ.CONC	electromotive force	electr.
2586	r	Raf-dvun-tal 	NA	MGV	n.	OBJ.CONC	electrokinetics	study
2587	r	Raf-elakh 	NA	MGV	n.	OBJ.CONC	electric(al) wire	electr.
2588	r	Raf-falek-, Raf-falekik 	NA	MGV	adj.	PROP.CONC	electrothermal	electr.
2589	r	Raf-gasu 	NA	MGV	n.	OBJ.CONC	electric flux	electr.
2590	r	Raf-glayek 	NA	MGV	n.	OBJ.CONC	electric eye	electr.
2591	r	Raf-ha'gelek 	NA	MGV	n.	OBJ.CONC	electric light	electr.
2592	r	Raf-khrasaya 	NA	MGV	n.	OBJ.CONC	electrical discharge	electr.
2593	r	Raf-kolaya 	NA	MGV	n.	OBJ.CONC	electric(al) shock	electr.
2594	r	Raf-kus-vakh 	NA	MGV	n.	OBJ.CONC	electric bell	electr.
2595	r	Raf-meil-tal 	NA	MGV	n.	OBJ.CONC	electrochemistry	study
2596	r	Raf-mish-tal 	NA	MGV	n.	OBJ.CONC	electrical engineering	study
2597	r	Raf-mishu 	NA	MGV	n.	OBJ.CONC	electric motor	electr.
2598	r	Raf-nala 	NA	MGV	n.	OBJ.CONC	electrocyte	biol.
2599	r	Raf-natya-thonek 	NA	MGV	n.	OBJ.CONC	electrometer	electr.
2600	r	Raf-nifau 	NA	MGV	v.	ACT.CONC	electrolyze	electr.
2601	r	Raf-nifaya 	NA	MGV	n.	OBJ.CONC	electrolysis	electr.
2602	r	Raf-seshan-dvelek 	NA	MGV	n.	OBJ.CONC	electromagnetic switch	electr.
2603	r	Raf-seshan-ferek 	NA	MGV	n.	OBJ.CONC	electromagnetic generator	electr.
2604	r	Raf-seshan-kebi 	NA	MGV	n.	OBJ.CONC	electromagnetic unit	electr.
2605	r	Raf-seshan-pral 	NA	MGV	n.	OBJ.CONC	electromagnetic wave	electr.
2606	r	Raf-seshan-sagaya 	NA	MGV	n.	OBJ.CONC	electromagnetic pulse (EMP)	electr.
2607	r	Raf-seshan-saya 	NA	MGV	n.	OBJ.CONC	electromagnetic radiation	electr.
2608	r	Raf-seshan-vel 	NA	MGV	n.	OBJ.CONC	electromagnet	electr.
2609	r	Raf-seshan-vimevilaya 	NA	MGV	n.	OBJ.CONC	electromagnetic induction	electr.
2610	r	Raf-seshan-vohrayek 	NA	MGV	n.	OBJ.CONC	electromagnetic brake	electr.
2611	r	Raf-seshan-vunai 	NA	MGV	n.	OBJ.CONC	electromagnetic field (EMF)	electr.
2612	r	Raf-slaun 	NA	MGV	n.	OBJ.CONC	electroplating	electr.
2613	r	Raf-spa'es 	NA	MGV	n.	OBJ.CONC	electrical conductivity	electr.
2614	r	Raf-tepul 	NA	MGV	n.	OBJ.CONC	electrical power, electricity	electr.
2615	r	Raf-tepul-sagan 	NA	MGV	n.	OBJ.CONC	electrical power distribution	electr.
2616	r	Raf-tor-velsu 	NA	MGV	n.	OBJ.CONC	electrician	
2617	r	Raf-toranu-masu 	NA	MGV	n.	OBJ.CONC	electrodynamic fluid	electr.
2618	r	Raf-u'rak|-| 	NA	MGV	n.	OBJ.CONC	electronegative	electr.
2619	r	Raf-yontaya 	NA	MGV	n.	OBJ.CONC	electric(al) burn	med.
2620	r	Rafanitra 	NA	MGV	n.	OBJ.CONC	bus	electr.
2621	r	Rafau 	NA	MGV	v.	ACT.CONC	electrify	electr.
2622	r	Rafaya 	NA	MGV	n.	OBJ.CONC	electrification	electr.
2623	r	Rafostau 	NA	MGV	v.	ACT.CONC	electrocute	electr.
2624	r	Rafostaya 	NA	MGV	n.	OBJ.CONC	electrocution	electr.
2625	r	Ragel-tor 	NA	MGV	v.	ACT.CONC	meet	
2626	r	Ragelan 	NA	MGV	n.	OBJ.CONC	meeting	
2627	r	Ragtau 	- '	MGV	v.	ACT.CONC	introduce	
2628	r	Ragtaya 	- '-	MGV	n.	OBJ.CONC	introduction	
2629	r	Rahm 	NA	MGV	n.	OBJ.CONC	thunder	
2630	r	Rai 	NA	MGV	interj.	interjection	no (opposite of 'yes')	
2631	r	Rak 	NA	MGV	n.	OBJ.CONC	position	
2632	r	Rak-tukh 	NA	MGV	n.	OBJ.CONC	boron	
2633	r	Rakusau 	NA	MGV	v.	ACT.CONC	sting	
2634	r	Ral|-| 	NA	MGV	adj.	PROP.CONC	loud	
2635	r	Ral'es 	 '-	MGV	n.	OBJ.CONC	volume, loudness	
2636	r	Rala 	NA	MGV	n.	OBJ.CONC	wing	
2637	r	Ralash 	- ',- '	MGV	n.	OBJ.CONC	noise, sound	
2638	r	Ralash-bosh 	NA	MGV	adj.	PROP.CONC	noisy	
2639	r	Ralash-fam 	NA	MGV	adj.	PROP.CONC	silent	
2640	r	Ralash-tal 	NA	MGV	n.	OBJ.CONC	acoustics	study
2641	r	Ralash-tanaf 	NA	MGV	n.	OBJ.CONC	music	
2642	r	Ralash-tanafsu 	NA	MGV	n.	OBJ.CONC	musician	
2643	r	Ram-, Ramik 	NA	MGV	adj.	PROP.CONC	classical	
2644	r	Ran-, Ranik 	NA	MGV	adj.	PROP.CONC	nice	
2645	r	Ran-pleth	NA	anc.	n.	OBJ.CONC	revenge	
2646	r	Ran-tor 	NA	MGV	v.	ACT.CONC	avenge, take revenge	
2647	r	Ranau 	- '	MGV	v.	ACT.CONC	train	
2648	r	Ranaya 	- '-	MGV	n.	OBJ.CONC	training	
2649	r	Ras|-| 	NA	MGV	adj.	PROP.CONC	heavy	
2650	r	Ras-tukh 	NA	MGV	n.	OBJ.CONC	lead (metal)	
2651	r	Rasahkos|-|	NA	anc.	adj.	PROP.CONC	bad	
2652	r	Raskwul 	NA	MGV	n.	OBJ.CONC	bash(ing)	
2653	r	Raskwul-tor 	NA	MGV	v.	ACT.CONC	bash	
2654	r	Raspiis 	NA	MGV	n.	OBJ.CONC	curse	
2655	r	Rau-nol 	NA	MGV	n.	OBJ.CONC	refuge, shelter	
2656	r	Rau-tor 	NA	MGV	v.	ACT.CONC	shelter, provide refuge	
2657	r	Raul 	NA	MGV	n.	OBJ.CONC	tool	
2658	r	Ravot 	- '	MGV	n.	OBJ.CONC	insect, bug	
2659	r	Razh 	NA	MGV	n.	OBJ.CONC	hole, pit	
2660	r	Razhen 	 '-	MGV	n.	OBJ.CONC	ulcer	med.
2661	r	Razhil 	- '	MGV	n.	OBJ.CONC	excavation	
2662	r	Razhil-tor 	NA	MGV	v.	ACT.CONC	excavate	
2663	r	Redzh-, Redzhik 	NA	MGV	adj.	PROP.CONC	mild	
2664	r	Reh-leh 	NA	MGV	num.	SELEC.MOD	thirty	
2665	r	Reh-leh'veh 	NA	MGV	n.	OBJ.CONC	thirtieth	
2666	r	Reh-lehr-, Reh-leh'rak 	NA	MGV	adj.	PROP.CONC	thirtieth	
2667	r	Rehek 	 '_ -	MGV	n.	OBJ.CONC	trio	
2668	r	Reh|kuh| 	NA	MGV	num.	SELEC.MOD	three	
2669	r	Rehr-, Reh'rak 	NA	MGV	adj.	PROP.CONC	third	
2670	r	Rekun 	- '	MGV	n.	OBJ.CONC	pyramid	shape
2671	r	Reldai	NA	anc.	n.	OBJ.CONC	female religious leader, ruler or princess	
2672	r	Relen	NA	anc.	n.	OBJ.CONC	a plant made into a tea	Vulcan-specific term
2673	r	Relk 	NA	MGV	n.	OBJ.CONC	cupola	
2674	r	Relkoh 	 '-	MGV	n.	OBJ.CONC	oath	
2675	r	Renkup'es 	NA	MGV	n.	OBJ.CONC	skill	
2676	r	Renyut 	- '	MGV	n.	OBJ.CONC	way (skill, type)	
2677	r	Reshan 	 '-	MGV	n.	OBJ.CONC	anger, rage	
2678	r	Reshnek 	NA	MGV	adj.	PROP.CONC	angry, enraged	
2679	r	Ret 	NA	MGV	n.	OBJ.CONC	space (room)	
2680	r	Ri 	NA	MGV	adv.	ACT.CONC.MOD	not	
2681	r	Ri'el 	- '	MGV	pron.	OBJ.CONC	nothing	
2682	r	Rifainuk 	NA	MGV	adj.	PROP.CONC	unknown	
2683	r	Rigath|-| 	 '-	MGV	adj.	PROP.CONC	benign	
2684	r	Rigishuk 	NA	MGV	adj.	PROP.CONC	unexpected	
2685	r	Rihag-, Rihagik 	NA	MGV	adj.	PROP.CONC	difficult, hard, not easy	
2686	r	Rihamau 	NA	MGV	v.	ACT.CONC	check, verify	
2687	r	Rihansu 	NA	MGV	n.	OBJ.CONC	Romulan	being/language
2688	r	Riherik 	NA	MGV	adj.	PROP.CONC	unsuitable	
2689	r	Rihk 	NA	MGV	n.	OBJ.CONC	edge	
2690	r	Rihpret 	 '-	MGV	n.	OBJ.CONC	cataract (water)	geol.
2691	r	Rihtun 	 '-	MGV	n.	OBJ.CONC	virtue	
2692	r	Rikerik 	NA	MGV	adj.	PROP.CONC	unworthy	
2693	r	Rikohs-, Rikohsik 	NA	MGV	adj.	PROP.CONC	insane, mad	
2694	r	Ril 	NA	MGV	conj.	CONNECTOR	nor	
2695	r	Rilik 	NA	MGV	adj.	PROP.CONC	intermittent	
2696	r	Rim 	NA	MGV	adv.	ACT.CONC.MOD	none	
2697	r	Rimon-yehat 	NA	MGV	adj.	PROP.CONC	undrinkable, non-potable	
2698	r	Rinan'es 	NA	MGV	n.	OBJ.CONC	futility	
2699	r	Rinan-, Rinanik 	NA	MGV	n.	OBJ.CONC	futile	
2700	r	Riozhika 	NA	MGV	n.	OBJ.CONC	illogic	
2701	r	Riozhikaik 	NA	MGV	adj.	PROP.CONC	illogical	
2702	r	Ripabukhu 	NA	MGV	n.	OBJ.CONC	The Unforgiven	
2703	r	Ripakhaik 	NA	MGV	adj.	PROP.CONC	irregular	
2704	r	Ripakhaik'es 	NA	MGV	n.	OBJ.CONC	irregularity	
2705	r	Rirom|-| 	 '-	MGV	adj.	PROP.CONC	not good (but not necessarily bad)	
2706	r	Ris 	NA	MGV	num.	SELEC.MOD	zero	
2707	r	Risanemau 	NA	MGV	v.	ACT.CONC	deprive	
2708	r	Rish-tor 	NA	MGV	v.	ACT.CONC	survive	
2709	r	Rishan 	 '-	MGV	n.	OBJ.CONC	survival	
2710	r	Riskuri|-| 	NA	MGV	adj.	PROP.CONC	unconventional	
2711	r	Rislau 	NA	MGV	v.	ACT.CONC	contaminate	
2712	r	Rislaya 	NA	MGV	n.	OBJ.CONC	contamination	
2713	r	Ritsuk|-| 	 '-	MGV	adj.	PROP.CONC	rare, uncommon	
2714	r	Ritsuri|-| 	 '	MGV	adj.	PROP.CONC	abnormal, irregular, unusual	
2715	r	Rivak 	- '	MGV	n.	OBJ.CONC	course	
2716	r	Riyin 	- '	MGV	n.	OBJ.CONC	negation	
2717	r	Ro'fah 	NA	MGV	v.	ACT.CONC	inform	
2718	r	Ro'fori 	- '-	anc.	n.	OBJ.CONC	information	
2719	r	Ro-kas 	NA	MGV	n.	OBJ.CONC	vaccine	med.
2720	r	Ro-kasau 	NA	MGV	v.	ACT.CONC	vaccinate	med.
2721	r	Ro-kasaya 	NA	MGV	n.	OBJ.CONC	vaccination	med.
2722	r	Rok 	NA	MGV	n.	OBJ.CONC	hope	
2723	r	Rom|-| 	NA	MGV	adj.	PROP.CONC	good	
2724	r	Rom-lashan 	NA	MGV	n.	OBJ.CONC	welcome	
2725	r	Ru'lut 	- '	MGV	n.	OBJ.CONC	mouth	anat.
2726	r	Ru'lut-masu 	NA	MGV	n.	OBJ.CONC	saliva	anat.
2727	r	Rubah 	- '' , - '	MGV	n.	OBJ.CONC	change	
2728	r	Rubanau 	NA	MGV	v.	ACT.CONC	change	
2729	r	Rubitau 	NA	MGV	v.	ACT.CONC	alter, modify	
2730	r	Rubitaya 	NA	MGV	n.	OBJ.CONC	alteration, modification	
2731	r	Ruduhk 	NA	MGV	n.	OBJ.CONC	decoy	
2732	r	Rufai 	- '	MGV	n.	OBJ.CONC	benefit	
2733	r	Ruhm 	NA	MGV	adv.	ACT.CONC.MOD	even	
2734	r	Rukau 	- '	MGV	v.	ACT.CONC	bounce	
2735	r	Ruken 	 '-	MGV	n.	OBJ.CONC	exit	
2736	r	Run 	NA	MGV	n.	OBJ.CONC	dream	
2737	r	Runem-tor 	NA	MGV	v.	ACT.CONC	grab	
2738	r	Runev 	 '-	MGV	n.	OBJ.CONC	spasm	med.
2739	r	Ruskarau 	NA	MGV	v.	ACT.CONC	grasp	
2740	r	Ruskarayek 	NA	MGV	n.	OBJ.CONC	forceps	med.
2741	r	Ryill 	,,	anc.	n.	OBJ.CONC	a Vulcan musical instrument	Vulcan-specific term
2742	s	S'harien 	- '	NGS	n.	OBJ.CONC	ancient Vulcan combat sword, lit. 'Pierceblood'	Vulcan-specific term
2743	s	S'udish 	- '	MGV	prep.	SITU.MOD	outside	
2744	s	Sa'adek 	- '-	MGV	n.	OBJ.CONC	elevator, lift	
2745	s	Sa'akh 	- '	anc.	n.	OBJ.CONC	debt	
2746	s	Sa'awek	NA	anc.	adj.	PROP.CONC	alone	
2747	s	Sa'le-esh-tor 	NA	MGV	v.	ACT.CONC	exhale	
2748	s	Sa'le-eshan 	NA	MGV	n.	OBJ.CONC	exhalation	
2749	s	Sa'ovau 	NA	MGV	v.	ACT.CONC	expand	
2750	s	Sa'ovau-lesek 	NA	MGV	n.	OBJ.CONC	expansion joint	
2751	s	Sa'ovau-masu-mishu 	NA	MGV	n.	OBJ.CONC	expansion engine	
2752	s	Sa'ovau-spunek 	NA	MGV	n.	OBJ.CONC	expansion valve	
2753	s	Sa'ovau-tuhlek 	NA	MGV	n.	OBJ.CONC	expansion tank	
2754	s	Sa'ovaya 	NA	MGV	n.	OBJ.CONC	expansion	
2755	s	Sa-, Sayik 	NA	MGV	adj.	PROP.CONC	male	
2756	s	Sa-fu 	 '-	MGV	n.	OBJ.CONC	son	family
2757	s	Sa-ka-ashausu 	NA	MGV	n.	OBJ.CONC	male homosexual	
2758	s	Sa-kai 	 '-	MGV	n.	OBJ.CONC	brother	family
2759	s	Sa-kan 	 '-	MGV	n.	OBJ.CONC	boy	
2760	s	Sa-kelek-han 	NA	MGV	n.	OBJ.CONC	prior (person)	
2761	s	Sa-kuk 	 '-	MGV	n.	OBJ.CONC	uncle	family
2762	s	Sa-mekh 	 '-	MGV	n.	OBJ.CONC	father	family
2763	s	Sa-niht 	 '-	MGV	n.	OBJ.CONC	male cousin	family
2764	s	Sa-Te'kor 	NA	MGV	n.	OBJ.CONC	King (only in a title or with a proper name)	
2765	s	Sa-te'krusu 	NA	MGV	n.	OBJ.CONC	king (general term)	
2766	s	Sa-telsu 	NA	MGV	n.	OBJ.CONC	husband	family
2767	s	Sadahshaya t'Lokan 	NA	MGV	n.	OBJ.CONC	Lokan's Schism (often inaccurately called 'T'Lokan Schism')	Vulcan-specific term
2768	s	Sadakh 	- '	anc.	v.	ACT.CONC	eject	
2769	s	Sadakh-ku-san 	NA	MGV	n.	OBJ.CONC	ejection seat	
2770	s	Sadakhat 	NA	MGV	n.	OBJ.CONC	ejection	
2771	s	Sadakhek 	NA	MGV	n.	OBJ.CONC	ejector	
2772	s	Sadalau 		MGV	v.	ACT.CONC	release	
2773	s	Sagan-tor 	NA	MGV	v.	ACT.CONC	distribute	
2774	s	Saganau 		MGV	v.	ACT.CONC	disperse	
2775	s	Sagau 	- '	MGV	v.	ACT.CONC	pulse, burst out	physics
2776	s	Saguhsh 	- ', - '	MGV	n.	OBJ.CONC	exhaust	
2777	s	Saguhsh-mev 	NA	MGV	n.	OBJ.CONC	exhaust pipe	
2778	s	Saguhsh-pa-tukh 	NA	MGV	n.	OBJ.CONC	exhaust gas	
2779	s	Saguhsh-sovek 	NA	MGV	n.	OBJ.CONC	exhaust fan	
2780	s	Saguhsh-tersvep 	NA	MGV	n.	OBJ.CONC	exhaust port	
2781	s	Saguhsh-wekh-vel 	NA	MGV	n.	OBJ.CONC	exhaust manifold	
2782	s	Saguhsh-yontayek 	NA	MGV	n.	OBJ.CONC	afterburner	
2783	s	Sahil-tor 	NA	MGV	v.	ACT.CONC	dig out, dig up, unearth	
2784	s	Sahish-tor 	NA	MGV	v.	ACT.CONC	depressurize	
2785	s	Sahishan 	- '-	MGV	n.	OBJ.CONC	depressurization	
2786	s	Sahr'gal 	NA	MGV	n.	OBJ.CONC	tachyon	
2787	s	Sahr'gal-glashayek 	NA	MGV	n.	OBJ.CONC	tachyon scanner	
2788	s	Sahr'gal-vunai 	NA	MGV	n.	OBJ.CONC	tachyon field	
2789	s	Sahr'gal-zehl|ek| 	NA	MGV	n.	OBJ.CONC	tachyon beam	
2790	s	Sahr-, Sahris 	NA	MGV	adj.	PROP.CONC	fast, quick, rapid, speedy	
2791	s	Sahr-tor 	NA	MGV	v.	ACT.CONC	run	
2792	s	Sahrafel 	' 	MGV	v.	ACT.CONC	trust	
2793	s	Sahrau 	' - ',- 	MGV	v.	ACT.CONC	accelerate, speed up	
2794	s	Sahraya 	NA	MGV	n.	OBJ.CONC	acceleration	
2795	s	Sahrayek 	NA	MGV	n.	OBJ.CONC	accelerator	
2796	s	Sahriv 	NA	MGV	n.	OBJ.CONC	storm	
2797	s	Sahrvukh 	NA	MGV	n.	OBJ.CONC	race	sport
2798	s	Sahrvukh-ashket 	NA	MGV	n.	OBJ.CONC	racetrack	
2799	s	Sahrvukh-hors 	NA	MGV	n.	OBJ.CONC	racehorse	
2800	s	Sahrvukhsu 	NA	MGV	n.	OBJ.CONC	racer(person)	
2801	s	Sai-bosh 	NA	MGV	adj.	PROP.CONC	overdressed	
2802	s	Sai-fam 	NA	MGV	adj.	PROP.CONC	naked, nude, unclothed, completely undressed	
2803	s	Sai-tor 	NA	MGV	v.	ACT.CONC	clothe	
2804	s	Sai-tukh 	NA	MGV	n.	OBJ.CONC	cloth	
2805	s	Sai-vel 	NA	MGV	n.	OBJ.CONC	clothes, clothing	
2806	s	Sailau 	NA	MGV	v.	ACT.CONC	accompany	
2807	s	Saizhiv 	NA	MGV	n.	OBJ.CONC	lint	
2808	s	Sak-tor 	NA	MGV	v.	ACT.CONC	spread	
2809	s	Sak-tukh 	NA	MGV	n.	OBJ.CONC	scandium	
2810	s	Sakal 	NA	MGV	n.	OBJ.CONC	testis, testicle	anat.
2811	s	Sakal-rasahtra 	NA	MGV	n.	OBJ.CONC	testicular cancer	med.
2812	s	Sakal-sa'haf 	NA	MGV	n.	OBJ.CONC	scrotum	anat.
2813	s	Sakat 	NA	MGV	n.	OBJ.CONC	mail	
2814	s	Sakatau 	NA	MGV	v.	ACT.CONC	enhance	
2815	s	Sakataya 	NA	MGV	n.	OBJ.CONC	enhancement	
2816	s	Sakathilau 	NA	MGV	v.	ACT.CONC	discriminate	
2817	s	Sakelekau 	NA	MGV	v.	ACT.CONC	evict	
2818	s	Sakikau 	NA	MGV	v.	ACT.CONC	jettison	
2819	s	Saklukhau 	NA	MGV	v.	ACT.CONC	deteriorate	
2820	s	Sakurau 	NA	MGV	v.	ACT.CONC	decolorize	
2821	s	Sakwitau 	NA	MGV	v.	ACT.CONC	deflect	
2822	s	Sakwitayek 	NA	MGV	n.	OBJ.CONC	deflector	
2823	s	Salan 	NA	MGV	n.	OBJ.CONC	wind	
2824	s	Salasu 	NA	MGV	n.	OBJ.CONC	native	
2825	s	Salatik 	NA	MGV	adj.	PROP.CONC	native	
2826	s	Salur 	NA	MGV	v.	ACT.CONC	blow	
2827	s	Samazhau 	NA	MGV	v.	ACT.CONC	bail (water)	
2828	s	Samek 	NA	MGV	adj.	PROP.CONC	cold	
2829	s	Sameskarau 	NA	MGV	v.	ACT.CONC	isolate	
2830	s	Sameskaraya 	NA	MGV	n.	OBJ.CONC	isolation	
2831	s	Samev 	NA	MGV	n.	OBJ.CONC	flue	
2832	s	Samm 		MGV	n.	OBJ.CONC	flea	
2833	s	Samuyek 	NA	MGV	n.	OBJ.CONC	chiller	device
2834	s	San 	NA	MGV	n.	OBJ.CONC	waist	anat.
2835	s	San-zhel 	NA	MGV	n.	OBJ.CONC	belt	
2836	s	Sanan 	NA	MGV	n.	OBJ.CONC	exclusion	
2837	s	Sanan'es 	NA	MGV	n.	OBJ.CONC	exclusivity, exclusiveness	
2838	s	Sanan-tor 	NA	MGV	v.	ACT.CONC	exclude	
2839	s	Sananik 	NA	MGV	adj.	PROP.CONC	exclusive	
2840	s	Sanesh-tor 	NA	MGV	v.	ACT.CONC	amputate	
2841	s	Sanoi	NA	anc.	v.	ACT.CONC	please	
2842	s	Sanok-, Sanokik 	NA	MGV	adj.	PROP.CONC	pleasant	
2843	s	Sanosh	NA	anc.	n.	OBJ.CONC	pleasure	
2844	s	Sanu 	NA	MGV	v.	ACT.CONC	please (pleasantry)	
2845	s	Sapanu-, Sapanuyik 	NA	MGV	adj.	PROP.CONC	off-world	Star Trek-specific term
2846	s	Saplau 	NA	MGV	v.	ACT.CONC	spray	
2847	s	Saplaya 	NA	MGV	n.	OBJ.CONC	spray	
2848	s	Saplayek 	NA	MGV	n.	OBJ.CONC	sprayer	device
2849	s	Sar-tak 	NA	MGV	n.	OBJ.CONC	bed	
2850	s	Sar-tak-pthak 	NA	MGV	n.	OBJ.CONC	clinophobia	
2851	s	Saran-tukh 	NA	MGV	n.	OBJ.CONC	technetium	
2852	s	Sark 	NA	MGV	n.	OBJ.CONC	beetle	
2853	s	Sarlah 	NA	MGV	v.	ACT.CONC	come, arrive	
2854	s	Sas-a-shar	NA	anc.	n.	OBJ.CONC	a Vulcan desert	Vulcan-specific term
2855	s	Sas-tor 	NA	MGV	v.	ACT.CONC	diffuse	
2856	s	Sasahr-tor 	NA	MGV	v.	ACT.CONC	flee, run away (from)	
2857	s	Sasak 	NA	MGV	n.	OBJ.CONC	diffusion	
2858	s	Sasalfosau 	NA	MGV	v.	ACT.CONC	pasteurize	
2859	s	Sasalfosaya 	NA	MGV	n.	OBJ.CONC	pasteurization	
2860	s	Sasarlah 	NA	MGV	v.	ACT.CONC	come out, emerge	
2861	s	Sasau 	NA	MGV	v.	ACT.CONC	transmit	
2862	s	Sasaya 	NA	MGV	n.	OBJ.CONC	transmission	
2863	s	Sasayek 	NA	MGV	n.	OBJ.CONC	transmitter	
2864	s	Saseshau 	NA	MGV	v.	ACT.CONC	pull out, withdraw, extract, evulse	
2865	s	Sash 	NA	MGV	n.	OBJ.CONC	acid (compound)	
2866	s	Sash'es 	NA	MGV	n.	OBJ.CONC	acidity	
2867	s	Sash-masu 	NA	MGV	n.	OBJ.CONC	acid (liquid)	
2868	s	Sash-sov-masu 	NA	MGV	n.	OBJ.CONC	acid rain	
2869	s	Sashalotau 	NA	MGV	v.	ACT.CONC	evacuate	
2870	s	Sashalotaya 	NA	MGV	n.	OBJ.CONC	evacuation	
2871	s	Sashavau 	NA	MGV	v.	ACT.CONC	expose	
2872	s	Sashidau 	NA	MGV	v.	ACT.CONC	deform	
2873	s	Sashidaya 	NA	MGV	n.	OBJ.CONC	deformation	
2874	s	Sashik 	NA	MGV	adj.	PROP.CONC	acidic	
2875	s	Sasnem-tor 	NA	MGV	v.	ACT.CONC	excrete	
2876	s	Sasovau 	NA	MGV	v.	ACT.CONC	deflate	
2877	s	Sastoraya 	NA	MGV	n.	OBJ.CONC	breakthrough	
2878	s	Satalau 	NA	MGV	v.	ACT.CONC	determine	
2879	s	Satau 	NA	MGV	v.	ACT.CONC	send	
2880	s	Sateh 	NA	MGV	n.	OBJ.CONC	percent	
2881	s	Sateh'es 	NA	MGV	n.	OBJ.CONC	percentage	
2882	s	Satekhau 	NA	MGV	v.	ACT.CONC	sprout up	
2883	s	Satersau 	NA	MGV	v.	ACT.CONC	disconnect	
2884	s	Satorvu 	NA	MGV	n.	OBJ.CONC	product	
2885	s	Sau 	NA	MGV	v.	ACT.CONC	emit	
2886	s	Sau-ha'tanau 	NA	MGV	v.	ACT.CONC	fluoresce	
2887	s	Sau-ha'tanauk 	NA	MGV	adj.	PROP.CONC	fluorescent	
2888	s	Saudau 	NA	MGV	v.	ACT.CONC	appear	
2889	s	Saul-tor 	NA	MGV	v.	ACT.CONC	shout, yell	
2890	s	Saurib-, Sauribik 	NA	MGV	adj.	PROP.CONC	radio	
2891	s	Saurib-poprat 	NA	MGV	n.	OBJ.CONC	radio reception	
2892	s	Saurib-pral 	NA	MGV	n.	OBJ.CONC	radio wave	
2893	s	Saurib-sasaya 	NA	MGV	n.	OBJ.CONC	radio broadcast/transmission	
2894	s	Saurib-vakav'es 	NA	MGV	n.	OBJ.CONC	radio frequency (RF)	
2895	s	Sauribau 	NA	MGV	v.	ACT.CONC	radio	
2896	s	Sauribayek 	NA	MGV	n.	OBJ.CONC	radio	
2897	s	Sauyau 	NA	MGV	v.	ACT.CONC	seem	
2898	s	Sav'el 	NA	MGV	n.	OBJ.CONC	shirt	
2899	s	Savar-tor 	NA	MGV	v.	ACT.CONC	confess	
2900	s	Savas 	NA	MGV	n.	OBJ.CONC	fruit	
2901	s	Savas-slor-tukh 	NA	MGV	n.	OBJ.CONC	fructose	
2902	s	Savasau 	NA	MGV	v.	ACT.CONC	(bear) fruit, fructify	
2903	s	Savasau-bosh 	NA	MGV	adj.	PROP.CONC	fruitful	
2904	s	Savasaya 	NA	MGV	n.	OBJ.CONC	fructification, fruition, fruiting (out)	
2905	s	Savasik 	NA	MGV	adj.	PROP.CONC	fruity	
2906	s	Savau 	NA	MGV	v.	ACT.CONC	diverge	
2907	s	Savaya 	NA	MGV	n.	OBJ.CONC	divergence	
2908	s	Savilau 	NA	MGV	v.	ACT.CONC	deodorize	
2909	s	Savlau 	NA	MGV	v.	ACT.CONC	evade	
2910	s	Savlaya 	NA	MGV	n.	OBJ.CONC	evasion	
2911	s	Saweinau 	NA	MGV	v.	ACT.CONC	molt, shed one's skin	
2912	s	Sayonotau 	NA	MGV	v.	ACT.CONC	extinguish	
2913	s	Sayonotayek 	NA	MGV	n.	OBJ.CONC	extinguisher	
2914	s	Sayorkunau 	NA	MGV	v.	ACT.CONC	eviscerate, disembowel, gut	
2915	s	Sayumak 	NA	MGV	n.	OBJ.CONC	spring (water source)	
2916	s	Sazehlik 	NA	MGV	adj.	PROP.CONC	perpendicular	
2917	s	Sazh 	NA	MGV	n.	OBJ.CONC	legume	
2918	s	Sef 	NA	MGV	n.	OBJ.CONC	dune	
2919	s	Seheik	NA	NGS	n.	OBJ.CONC	'declared ones', pilgrims	Vulcan-specific term
