"FRST_LETTER"	"vulcan"	"pronunciation"	"variety"	"pos"	"fse"	"misc"
"2609"	"r"	"Raf-seshan-vunai "	NA	"MGV"	NA	" electromagnetic field "	"EMF"
"2610"	"r"	"Raf-slaun "	NA	"MGV"	NA	" electroplating"	""
"2611"	"r"	"Raf-spa'es "	NA	"MGV"	NA	" electrical conductivity"	""
"2612"	"r"	"Raf-tepul "	NA	"MGV"	NA	" electrical power, electricity"	""
"2613"	"r"	"Raf-tepul-sagan "	NA	"MGV"	NA	" electrical power distribution"	""
"2614"	"r"	"Raf-tor-velsu "	NA	"MGV"	NA	" electrician"	""
"2615"	"r"	"Raf-toranu-masu "	NA	"MGV"	NA	" electrodynamic fluid"	""
"2616"	"r"	"Raf-u'rak|-| "	NA	"MGV"	NA	" electronegative"	""
"2617"	"r"	"Raf-yontaya "	NA	"MGV"	NA	" electric"	"al"
"2618"	"r"	"Rafanitra "	NA	"MGV"	NA	" bus"	"electr."
"2619"	"r"	"Rafau "	NA	"MGV"	NA	" electrify"	""
"2620"	"r"	"Rafaya "	NA	"MGV"	NA	" electrification"	""
"2621"	"r"	"Rafostau "	NA	"MGV"	NA	" electrocute"	""
"2622"	"r"	"Rafostaya "	NA	"MGV"	NA	" electrocution"	""
"2623"	"r"	"Ragel-tor "	NA	"MGV"	"v."	" meet"	""
"2624"	"r"	"Ragelan "	NA	"MGV"	NA	" meeting"	""
"2625"	"r"	"Ragtau "	"- '"	"MGV"	NA	" introduce"	""
"2626"	"r"	"Ragtaya "	"- '-"	"MGV"	NA	" introduction"	""
"2627"	"r"	"Rahm "	NA	"MGV"	NA	" thunder"	""
"2628"	"r"	"Rai "	NA	"MGV"	NA	" no"	"opposite of \"yes\""
"2629"	"r"	"Rak "	NA	"MGV"	"n."	" position"	""
"2630"	"r"	"Rak-tukh "	NA	"MGV"	NA	" boron"	""
"2631"	"r"	"Rakusau "	NA	"MGV"	"v."	" sting"	""
"2632"	"r"	"Ral|-| "	NA	"MGV"	NA	" loud"	""
"2633"	"r"	"Ral'es "	" '-"	"MGV"	NA	" volume, loudness"	""
"2634"	"r"	"Rala "	NA	"MGV"	NA	" wing"	""
"2635"	"r"	"Ralash "	"- ',- '"	"MGV"	NA	" noise, sound"	""
"2636"	"r"	"Ralash-bosh "	NA	"MGV"	NA	" noisy"	""
"2637"	"r"	"Ralash-fam "	NA	"MGV"	NA	" silent"	""
"2638"	"r"	"Ralash-tal "	NA	"MGV"	NA	" acoustics"	"study"
"2639"	"r"	"Ralash-tanaf "	NA	"MGV"	NA	" music"	""
"2640"	"r"	"Ralash-tanafsu "	NA	"MGV"	NA	" musician"	""
"2641"	"r"	"Ram-, Ramik "	NA	"MGV"	"adj."	" classical"	""
"2642"	"r"	"Ran-, Ranik "	NA	"MGV"	"adj."	" nice"	""
"2643"	"r"	"Ran-pleth"	NA	"anc."	NA	" revenge"	""
"2644"	"r"	"Ran-tor "	NA	"MGV"	NA	" avenge, take revenge"	""
"2645"	"r"	"Ranau "	"- '"	"MGV"	"v."	" train"	""
"2646"	"r"	"Ranaya "	"- '-"	"MGV"	NA	" training"	""
"2647"	"r"	"Ras|-| "	NA	"MGV"	NA	" heavy"	""
"2648"	"r"	"Ras-tukh "	NA	"MGV"	NA	" lead"	"metal"
"2649"	"r"	"Rasahkos|-|"	NA	"anc."	"adj."	" bad"	""
"2650"	"r"	"Raskwul "	NA	"MGV"	NA	" bash"	"ing"
"2651"	"r"	"Raskwul-tor "	NA	"MGV"	"v."	" bash"	""
"2652"	"r"	"Raspiis "	NA	"MGV"	"n."	" curse"	""
"2653"	"r"	"Rau-nol "	NA	"MGV"	NA	" refuge, shelter"	""
"2654"	"r"	"Rau-tor "	NA	"MGV"	NA	" shelter, provide refuge"	""
"2655"	"r"	"Raul "	NA	"MGV"	NA	" tool"	""
"2656"	"r"	"Ravot "	"- '"	"MGV"	NA	" insect, bug"	""
"2657"	"r"	"Razh "	NA	"MGV"	NA	" hole, pit"	""
"2658"	"r"	"Razhen "	" '-"	"MGV"	NA	" ulcer"	"med."
"2659"	"r"	"Razhil "	"- '"	"MGV"	NA	" excavation"	""
"2660"	"r"	"Razhil-tor "	NA	"MGV"	NA	" excavate"	""
"2661"	"r"	"Redzh-, Redzhik "	NA	"MGV"	"adj."	" mild"	""
"2662"	"r"	"Reh-leh "	NA	"MGV"	NA	" thirty"	""
"2663"	"r"	"Reh-leh'veh "	NA	"MGV"	"n."	" thirtieth"	""
"2664"	"r"	"Reh-lehr-, Reh-leh'rak "	NA	"MGV"	"adj."	" thirtieth"	""
"2665"	"r"	"Rehek "	" '_ -"	"MGV"	NA	" trio"	""
"2666"	"r"	"Reh|kuh| "	NA	"MGV"	NA	" three"	""
"2667"	"r"	"Rehr-, Reh'rak "	NA	"MGV"	NA	" third"	""
"2668"	"r"	"Rekun "	"- '"	"MGV"	NA	" pyramid"	"shape"
"2669"	"r"	"Reldai"	NA	"anc."	NA	" female religious leader, ruler or princess"	""
"2670"	"r"	"Relen"	NA	"anc."	NA	" a plant made into a tea"	""
"2671"	"r"	"Relk "	NA	"MGV"	NA	" cupola"	""
"2672"	"r"	"Relkoh "	" '-"	"MGV"	"n."	" oath"	""
"2673"	"r"	"Renkup'es "	NA	"MGV"	NA	" skill"	""
"2674"	"r"	"Renyut "	"- '"	"MGV"	NA	" way"	"type;skill"
"2675"	"r"	"Reshan "	" '-"	"MGV"	"n."	" anger, rage"	""
"2676"	"r"	"Reshnek "	NA	"MGV"	NA	" angry, enraged"	""
"2677"	"r"	"Ret "	NA	"MGV"	NA	" space"	"room"
"2678"	"r"	"Ri "	NA	"MGV"	NA	" not"	""
"2679"	"r"	"Ri'el "	"- '"	"MGV"	NA	" nothing"	""
"2680"	"r"	"Rifainuk "	NA	"MGV"	"adj."	" unknown"	""
"2681"	"r"	"Rigath|-| "	" '-"	"MGV"	NA	" benign"	""
"2682"	"r"	"Rigishuk "	NA	"MGV"	"adj."	" unexpected"	""
"2683"	"r"	"Rihag-, Rihagik "	NA	"MGV"	NA	" difficult, hard, not easy"	""
"2684"	"r"	"Rihamau "	NA	"MGV"	NA	" check, verify"	""
"2685"	"r"	"Rihansu "	NA	"MGV"	NA	" Romulan"	"person/language"
"2686"	"r"	"Riherik "	NA	"MGV"	NA	" unsuitable"	""
"2687"	"r"	"Rihk "	NA	"MGV"	"n."	" edge"	""
"2688"	"r"	"Rihpret "	" '-"	"MGV"	NA	" cataract"	"water"
"2689"	"r"	"Rihtun "	" '-"	"MGV"	NA	" virtue"	""
"2690"	"r"	"Rikerik "	NA	"MGV"	NA	" unworthy"	""
"2691"	"r"	"Rikohs-, Rikohsik "	NA	"MGV"	NA	" insane, mad"	""
"2692"	"r"	"Ril "	NA	"MGV"	NA	" nor"	""
"2693"	"r"	"Rilik "	NA	"MGV"	NA	" intermittent"	""
"2694"	"r"	"Rim "	NA	"MGV"	NA	" none"	""
"2695"	"r"	"Rimon-yehat "	NA	"MGV"	NA	" undrinkable, non-potable"	""
"2696"	"r"	"Rinan'es "	NA	"MGV"	NA	" futility"	""
"2697"	"r"	"Rinan-, Rinanik "	NA	"MGV"	NA	" futile"	""
"2698"	"r"	"Riozhika "	NA	"MGV"	NA	" illogic"	""
"2699"	"r"	"Riozhikaik "	NA	"MGV"	NA	" illogical"	""
"2700"	"r"	"Ripabukhu "	NA	"MGV"	NA	" The Unforgiven"	""
"2701"	"r"	"Ripakhaik "	NA	"MGV"	NA	" irregular"	""
"2702"	"r"	"Ripakhaik'es "	NA	"MGV"	NA	" irregularity"	""
"2703"	"r"	"Rirom|-| "	" '-"	"MGV"	NA	" not good "	"but not necessarily bad"
"2704"	"r"	"Ris "	NA	"MGV"	NA	" zero"	""
"2705"	"r"	"Risanemau "	NA	"MGV"	NA	" deprive"	""
"2706"	"r"	"Rish-tor "	NA	"MGV"	NA	" survive"	""
"2707"	"r"	"Rishan "	" '-"	"MGV"	NA	" survival"	""
"2708"	"r"	"Riskuri|-| "	NA	"MGV"	NA	" unconventional"	""
"2709"	"r"	"Rislau "	NA	"MGV"	"v."	" contaminate"	""
"2710"	"r"	"Rislaya "	NA	"MGV"	NA	" contamination"	""
"2711"	"r"	"Ritsuk|-| "	" '-"	"MGV"	NA	" rare, uncommon"	""
"2712"	"r"	"Ritsuri|-| "	" '"	"MGV"	NA	"\ "	""
"2713"	"r"	"Rivak "	"- '"	"MGV"	"n."	" course"	""
"2714"	"r"	"Riyin "	"- '"	"MGV"	NA	" negation"	""
"2715"	"r"	"Ro'fah "	NA	"MGV"	NA	" inform"	""
"2716"	"r"	"Ro'fori "	"- '-"	"anc."	NA	" information"	""
"2717"	"r"	"Ro-kas "	NA	"MGV"	NA	" vaccine"	""
"2718"	"r"	"Ro-kasau "	NA	"MGV"	NA	" vaccinate"	""
"2719"	"r"	"Ro-kasaya "	NA	"MGV"	NA	" vaccination"	""
"2720"	"r"	"Rok "	NA	"MGV"	"n."	" hope"	""
"2721"	"r"	"Rom|-| "	NA	"MGV"	NA	" good"	""
"2722"	"r"	"Rom-lashan "	NA	"MGV"	"n."	" welcome"	""
"2723"	"r"	"Ru'lut "	"- '"	"MGV"	NA	" mouth"	""
"2724"	"r"	"Ru'lut-masu "	NA	"MGV"	NA	" saliva"	""
"2725"	"r"	"Rubah "	"- '' , - '"	"MGV"	"n."	" change"	""
"2726"	"r"	"Rubanau "	NA	"MGV"	"v."	" change"	""
"2727"	"r"	"Rubitau "	NA	"MGV"	NA	" alter, modify"	""
"2728"	"r"	"Rubitaya "	NA	"MGV"	NA	" alteration, modification"	""
"2729"	"r"	"Ruduhk "	NA	"MGV"	"n."	" decoy"	""
"2730"	"r"	"Rufai "	"- '"	"MGV"	"n."	" benefit"	""
"2731"	"r"	"Ruhm "	NA	"MGV"	NA	" even"	"adv."
"2732"	"r"	"Rukau "	"- '"	"MGV"	"v."	" bounce"	""
"2733"	"r"	"Ruken "	" '-"	"MGV"	"n."	" exit"	""
"2734"	"r"	"Run "	NA	"MGV"	"n."	" dream"	""
"2735"	"r"	"Runem-tor "	NA	"MGV"	"v."	" grab"	""
"2736"	"r"	"Runev "	" '-"	"MGV"	"n."	" spasm"	""
"2737"	"r"	"Ruskarau "	NA	"MGV"	"v."	" grasp"	""
"2738"	"r"	"Ruskarayek "	NA	"MGV"	NA	" forceps"	""
"2739"	"r"	"Ryill "	",,"	"anc."	NA	" a Vulcan musical instrument"	""
"2740"	"s"	"S'harien "	"- '"	"MGV"	NA	",- '-\"	"NGS"
"2741"	"s"	"S'udish "	"- '"	"MGV"	NA	" outside"	""
"2742"	"s"	"Sa'adek "	"- '-"	"MGV"	NA	" elevator, lift"	""
"2743"	"s"	"Sa'akh "	"- '"	"anc."	NA	" debt"	""
"2744"	"s"	"Sa'awek"	NA	"anc."	NA	" alone"	""
"2745"	"s"	"Sa'le-esh-tor "	NA	"MGV"	NA	" exhale"	""
"2746"	"s"	"Sa'le-eshan "	NA	"MGV"	NA	" exhalation"	""
"2747"	"s"	"Sa'ovau "	NA	"MGV"	NA	" expand"	""
"2748"	"s"	"Sa'ovau-lesek "	NA	"MGV"	NA	" expansion joint"	""
"2749"	"s"	"Sa'ovau-masu-mishu "	NA	"MGV"	NA	" expansion engine"	""
"2750"	"s"	"Sa'ovau-spunek "	NA	"MGV"	NA	" expansion valve"	""
"2751"	"s"	"Sa'ovau-tuhlek "	NA	"MGV"	NA	" expansion tank"	""
"2752"	"s"	"Sa'ovaya "	NA	"MGV"	NA	" expansion"	""
"2753"	"s"	"Sa-, Sayik "	NA	"MGV"	"adj."	" male"	""
"2754"	"s"	"Sa-fu "	" '-"	"MGV"	NA	" son"	""
"2755"	"s"	"Sa-ka-ashausu "	NA	"MGV"	"n."	" male homosexual"	""
"2756"	"s"	"Sa-kai "	" '-"	"MGV"	NA	" brother"	""
"2757"	"s"	"Sa-kan "	" '-"	"MGV"	NA	" boy"	""
"2758"	"s"	"Sa-kelek-han "	NA	"MGV"	NA	" prior"	"person"
"2759"	"s"	"Sa-kuk "	" '-"	"MGV"	NA	" uncle"	""
"2760"	"s"	"Sa-mekh "	" '-"	"MGV"	NA	" father"	""
"2761"	"s"	"Sa-niht "	" '-"	"MGV"	NA	" male cousin"	""
"2762"	"s"	"Sa-Te'kor "	NA	"MGV"	NA	" King"	"only in a title or with a proper name"
"2763"	"s"	"Sa-te'krusu "	NA	"MGV"	NA	" king"	"general term"
"2764"	"s"	"Sa-telsu "	NA	"MGV"	NA	" husband"	""
"2765"	"s"	"Sadahshaya t'Lokan "	NA	"MGV"	NA	" Lokan's Schism"	"often inaccurately called \"T'Lokan Schism\""
"2766"	"s"	"Sadakh "	"- '"	"anc."	NA	" eject"	""
"2767"	"s"	"Sadakh-ku-san "	NA	"MGV"	NA	" ejection seat"	""
"2768"	"s"	"Sadakhat "	NA	"MGV"	NA	" ejection"	""
"2769"	"s"	"Sadakhek "	NA	"MGV"	NA	" ejector"	""
"2770"	"s"	"Sadalau "	""	"MGV"	NA	" '\ "	""
"2771"	"s"	"Sagan-tor "	NA	"MGV"	NA	" distribute"	""
"2772"	"s"	"Saganau "	""	"MGV"	NA	" '\ "	""
"2773"	"s"	"Sagau "	"- '"	"MGV"	"v."	" pulse, burst out"	"physics"
"2774"	"s"	"Saguhsh "	"- ', - '"	"MGV"	"n."	" exhaust"	""
"2775"	"s"	"Saguhsh-mev "	NA	"MGV"	NA	" exhaust pipe"	""
"2776"	"s"	"Saguhsh-pa-tukh "	NA	"MGV"	NA	" exhaust gas"	""
"2777"	"s"	"Saguhsh-sovek "	NA	"MGV"	NA	" exhaust fan"	""
"2778"	"s"	"Saguhsh-tersvep "	NA	"MGV"	NA	" exhaust port"	""
"2779"	"s"	"Saguhsh-wekh-vel "	NA	"MGV"	NA	" exhaust manifold"	""
"2780"	"s"	"Saguhsh-yontayek "	NA	"MGV"	NA	" afterburner"	""
"2781"	"s"	"Sahil-tor "	NA	"MGV"	NA	" dig out, dig up, unearth"	""
"2782"	"s"	"Sahish-tor "	NA	"MGV"	NA	" depressurize"	""
"2783"	"s"	"Sahishan "	"- '-"	"MGV"	NA	" depressurization"	""
"2784"	"s"	"Sahr'gal "	NA	"MGV"	NA	" tachyon"	""
"2785"	"s"	"Sahr'gal-glashayek "	NA	"MGV"	NA	" tachyon scanner"	""
"2786"	"s"	"Sahr'gal-vunai "	NA	"MGV"	NA	" tachyon field"	""
"2787"	"s"	"Sahr'gal-zehl|ek| "	NA	"MGV"	NA	" tachyon beam"	""
"2788"	"s"	"Sahr-, Sahris "	NA	"MGV"	NA	" fast, quick, rapid, speedy"	""
"2789"	"s"	"Sahr-tor "	NA	"MGV"	"v."	" run"	""
"2790"	"s"	"Sahrafel "	"' "	"MGV"	NA	" ',- \ "	""
"2791"	"s"	"Sahrau "	"' - ',- "	"MGV"	NA	" accelerate, speed up"	""
"2792"	"s"	"Sahraya "	NA	"MGV"	NA	" acceleration"	""
"2793"	"s"	"Sahrayek "	NA	"MGV"	NA	" accelerator"	""
"2794"	"s"	"Sahriv "	NA	"MGV"	"n."	" storm"	""
"2795"	"s"	"Sahrvukh "	NA	"MGV"	"n."	" race"	"sport"
"2796"	"s"	"Sahrvukh-ashket "	NA	"MGV"	NA	" racetrack"	""
"2797"	"s"	"Sahrvukh-hors "	NA	"MGV"	NA	" racehorse"	""
"2798"	"s"	"Sahrvukhsu "	NA	"MGV"	NA	" racer"	"person"
"2799"	"s"	"Sai-bosh "	NA	"MGV"	"adj."	" overdressed"	""
"2800"	"s"	"Sai-fam "	NA	"MGV"	NA	" naked, nude, unclothed, completely undressed"	""
"2801"	"s"	"Sai-tor "	NA	"MGV"	NA	" clothe"	""
"2802"	"s"	"Sai-tukh "	NA	"MGV"	NA	" cloth"	""
"2803"	"s"	"Sai-vel "	NA	"MGV"	NA	" clothes, clothing"	""
"2804"	"s"	"Sailau "	NA	"MGV"	NA	" accompany"	""
"2805"	"s"	"Saizhiv "	NA	"MGV"	NA	" lint"	""
"2806"	"s"	"Sak-tor "	NA	"MGV"	"v."	" spread"	""
"2807"	"s"	"Sak-tukh "	NA	"MGV"	NA	" scandium"	""
"2808"	"s"	"Sakal "	NA	"MGV"	NA	" testis, testicle"	""
"2809"	"s"	"Sakal-rasahtra "	NA	"MGV"	NA	" testicular cancer"	""
"2810"	"s"	"Sakal-sa'haf "	NA	"MGV"	NA	" scrotum"	""
"2811"	"s"	"Sakat "	NA	"MGV"	"n."	" mail"	""
"2812"	"s"	"Sakatau "	NA	"MGV"	NA	" enhance"	""
"2813"	"s"	"Sakataya "	NA	"MGV"	NA	" enhancement"	""
"2814"	"s"	"Sakathilau "	NA	"MGV"	"v."	" discriminate"	""
"2815"	"s"	"Sakelekau "	NA	"MGV"	NA	" evict"	""
"2816"	"s"	"Sakikau "	NA	"MGV"	NA	" jettison"	""
"2817"	"s"	"Saklukhau "	NA	"MGV"	NA	" deteriorate"	""
"2818"	"s"	"Sakurau "	NA	"MGV"	NA	" decolorize"	""
"2819"	"s"	"Sakwitau "	NA	"MGV"	NA	" deflect"	""
"2820"	"s"	"Sakwitayek "	NA	"MGV"	NA	" deflector"	""
"2821"	"s"	"Salan "	NA	"MGV"	NA	" wind"	""
"2822"	"s"	"Salasu "	NA	"MGV"	"n."	" native"	""
"2823"	"s"	"Salatik "	NA	"MGV"	"adj."	" native"	""
"2824"	"s"	"Salur "	NA	"MGV"	"v."	" blow"	""
"2825"	"s"	"Samazhau "	NA	"MGV"	NA	" bail "	"water"
"2826"	"s"	"Samek "	NA	"MGV"	"adj."	" cold"	""
"2827"	"s"	"Sameskarau "	NA	"MGV"	NA	" isolate"	""
"2828"	"s"	"Sameskaraya "	NA	"MGV"	NA	" isolation"	""
"2829"	"s"	"Samev "	NA	"MGV"	NA	" flue"	""
"2830"	"s"	"Samm "	""	"MGV"	NA	" flea"	""
"2831"	"s"	"Samuyek "	NA	"MGV"	NA	" chiller"	"device"
"2832"	"s"	"San "	NA	"MGV"	NA	" waist"	""
"2833"	"s"	"San-zhel "	NA	"MGV"	"n."	" belt"	""
"2834"	"s"	"Sanan "	NA	"MGV"	NA	" exclusion"	""
"2835"	"s"	"Sanan'es "	NA	"MGV"	NA	" exclusivity, exclusiveness"	""
"2836"	"s"	"Sanan-tor "	NA	"MGV"	NA	" exclude"	""
"2837"	"s"	"Sananik "	NA	"MGV"	"adj."	" exclusive"	""
"2838"	"s"	"Sanesh-tor "	NA	"MGV"	NA	" amputate"	""
"2839"	"s"	"Sanoi"	NA	"anc."	"v."	" please"	""
"2840"	"s"	"Sanok-, Sanokik "	NA	"MGV"	"adj."	" pleasant"	""
"2841"	"s"	"Sanosh"	NA	"anc."	NA	" pleasure"	""
"2842"	"s"	"Sanu "	NA	"MGV"	NA	" please"	"pleasantry"
"2843"	"s"	"Sapanu-, Sapanuyik "	NA	"MGV"	"adj."	" off-world"	""
"2844"	"s"	"Saplau "	NA	"MGV"	"v."	" spray"	""
"2845"	"s"	"Saplaya "	NA	"MGV"	"n."	" spray"	""
"2846"	"s"	"Saplayek "	NA	"MGV"	NA	" sprayer"	"device"
"2847"	"s"	"Sar-tak "	NA	"MGV"	NA	" bed"	""
"2848"	"s"	"Sar-tak-pthak "	NA	"MGV"	NA	" clinophobia"	""
"2849"	"s"	"Saran-tukh "	NA	"MGV"	NA	" technetium"	""
"2850"	"s"	"Sark "	NA	"MGV"	NA	" beetle"	""
"2851"	"s"	"Sarlah "	NA	"MGV"	NA	" come, arrive"	""
"2852"	"s"	"Sas-a-shar"	NA	"anc."	NA	" a Vulcan desert"	""
"2853"	"s"	"Sas-tor "	NA	"MGV"	"v."	" diffuse"	""
"2854"	"s"	"Sasahr-tor "	NA	"MGV"	NA	" flee, run away "	"from"
"2855"	"s"	"Sasak "	NA	"MGV"	NA	" diffusion"	""
"2856"	"s"	"Sasalfosau "	NA	"MGV"	NA	" pasteurize"	""
"2857"	"s"	"Sasalfosaya "	NA	"MGV"	NA	" pasteurization"	""
"2858"	"s"	"Sasarlah "	NA	"MGV"	NA	" come out, emerge"	""
"2859"	"s"	"Sasau "	NA	"MGV"	NA	" transmit"	""
"2860"	"s"	"Sasaya "	NA	"MGV"	NA	" transmission"	""
"2861"	"s"	"Sasayek "	NA	"MGV"	NA	" transmitter"	""
"2862"	"s"	"Saseshau "	NA	"MGV"	NA	" pull out, withdraw, extract, evulse"	""
"2863"	"s"	"Sash "	NA	"MGV"	NA	" acid"	"compound"
"2864"	"s"	"Sash'es "	NA	"MGV"	NA	" acidity"	""
"2865"	"s"	"Sash-masu "	NA	"MGV"	NA	" acid"	"liquid"
"2866"	"s"	"Sash-sov-masu "	NA	"MGV"	NA	" acid rain"	""
"2867"	"s"	"Sashalotau "	NA	"MGV"	NA	" evacuate"	""
"2868"	"s"	"Sashalotaya "	NA	"MGV"	NA	" evacuation"	""
"2869"	"s"	"Sashavau "	NA	"MGV"	"v."	" expose"	""
"2870"	"s"	"Sashidau "	NA	"MGV"	NA	" deform"	""
"2871"	"s"	"Sashidaya "	NA	"MGV"	NA	" deformation"	""
"2872"	"s"	"Sashik "	NA	"MGV"	NA	" acidic"	""
"2873"	"s"	"Sasnem-tor "	NA	"MGV"	NA	" excrete"	""
"2874"	"s"	"Sasovau "	NA	"MGV"	NA	" deflate"	""
"2875"	"s"	"Sastoraya "	NA	"MGV"	"n."	" breakthrough"	""
"2876"	"s"	"Satalau "	NA	"MGV"	NA	" determine"	""
"2877"	"s"	"Satau "	NA	"MGV"	NA	" send"	""
"2878"	"s"	"Sateh "	NA	"MGV"	NA	" percent"	""
"2879"	"s"	"Sateh'es "	NA	"MGV"	NA	" percentage"	""
"2880"	"s"	"Satekhau "	NA	"MGV"	NA	" sprout up"	""
"2881"	"s"	"Satersau "	NA	"MGV"	NA	" disconnect"	""
"2882"	"s"	"Satorvu "	NA	"MGV"	NA	" product"	""
"2883"	"s"	"Sau "	NA	"MGV"	NA	" emit"	""
"2884"	"s"	"Sau-ha'tanau "	NA	"MGV"	NA	" fluoresce"	""
"2885"	"s"	"Sau-ha'tanauk "	NA	"MGV"	NA	" fluorescent"	""
"2886"	"s"	"Saudau "	NA	"MGV"	NA	" appear"	""
"2887"	"s"	"Saul-tor "	NA	"MGV"	"v."	" shout, yell"	""
"2888"	"s"	"Saurib-, Sauribik "	NA	"MGV"	"adj."	" radio"	""
"2889"	"s"	"Saurib-poprat "	NA	"MGV"	NA	" radio reception"	""
"2890"	"s"	"Saurib-pral "	NA	"MGV"	NA	" radio wave"	""
"2891"	"s"	"Saurib-sasaya "	NA	"MGV"	NA	" radio broadcast/transmission"	""
"2892"	"s"	"Saurib-vakav'es "	NA	"MGV"	NA	" radio frequency "	"RF"
"2893"	"s"	"Sauribau "	NA	"MGV"	"v."	" radio"	""
"2894"	"s"	"Sauribayek "	NA	"MGV"	"n."	" radio"	""
"2895"	"s"	"Sauyau "	NA	"MGV"	NA	" seem"	""
"2896"	"s"	"Sav'el "	NA	"MGV"	NA	" shirt"	""
"2897"	"s"	"Savar-tor "	NA	"MGV"	NA	" confess"	""
"2898"	"s"	"Savas "	NA	"MGV"	"n."	" fruit"	""
"2899"	"s"	"Savas-slor-tukh "	NA	"MGV"	NA	" fructose"	""
"2900"	"s"	"Savasau "	NA	"MGV"	NA	" "	"bear"
"2901"	"s"	"Savasau-bosh "	NA	"MGV"	NA	" fruitful"	""
"2902"	"s"	"Savasaya "	NA	"MGV"	NA	" fructification, fruition, fruiting "	"out"
"2903"	"s"	"Savasik "	NA	"MGV"	NA	" fruity"	""
"2904"	"s"	"Savau "	NA	"MGV"	NA	" diverge"	""
"2905"	"s"	"Savaya "	NA	"MGV"	NA	" divergence"	""
"2906"	"s"	"Savilau "	NA	"MGV"	NA	" deodorize"	""
"2907"	"s"	"Savlau "	NA	"MGV"	NA	" evade"	""
"2908"	"s"	"Savlaya "	NA	"MGV"	NA	" evasion"	""
"2909"	"s"	"Saweinau "	NA	"MGV"	NA	" molt, shed one's skin"	""
"2910"	"s"	"Sayonotau "	NA	"MGV"	NA	" extinguish"	""
"2911"	"s"	"Sayonotayek "	NA	"MGV"	NA	" extinguisher"	""
"2912"	"s"	"Sayorkunau "	NA	"MGV"	NA	" eviscerate, disembowel, gut"	""
"2913"	"s"	"Sayumak "	NA	"MGV"	NA	" spring"	"water source"
"2914"	"s"	"Sazehlik "	NA	"MGV"	"adj."	" perpendicular"	""
"2915"	"s"	"Sazh "	NA	"MGV"	NA	" legume"	""
"2916"	"s"	"Sef "	NA	"MGV"	NA	" dune"	""
"2917"	"s"	"Seheik"	NA	"NGS"	NA	" \"declared ones\"; pilgrims"	"obs."
"2918"	"s"	"Sehlat "	NA	"MGV"	NA	" large bear-like animal"	"sometimes domesticated as a pet"
"2919"	"s"	"Sek "	NA	"MGV"	NA	" outlet"	""
"2920"	"s"	"Sele-an-t'li"	NA	"anc."	NA	" secondary level of adult discipline"	""
"2921"	"s"	"Seleya "	NA	"MGV"	NA	" a mountain; site of a major Vulcan ceremonial center"	""
"2922"	"s"	"Selk "	NA	"MGV"	NA	" delta"	"geol."
"2923"	"s"	"Sem-rik "	NA	"MGV"	NA	" fascinating"	""
"2924"	"s"	"Senau "	NA	"MGV"	NA	" get up, arise"	""
"2925"	"s"	"Senepa"	NA	"anc."	NA	" a weapon with poisoned tips"	""
"2926"	"s"	"Sep-wafikh"	NA	"anc."	NA	" agree"	""
"2927"	"s"	"Sesh'gal "	NA	"MGV"	NA	" graviton"	""
"2928"	"s"	"Sesh'gal-vunai "	NA	"MGV"	NA	" graviton field"	""
"2929"	"s"	"Sesh'gal-zehl|ek| "	NA	"MGV"	NA	" graviton beam"	""
"2930"	"s"	"Seshan "	NA	"MGV"	"n."	" pull"	""
"2931"	"s"	"Seshan-ek'shal "	NA	"MGV"	NA	" magnetosphere"	""
"2932"	"s"	"Seshan-fen "	NA	"MGV"	NA	" magnetic seal"	""
"2933"	"s"	"Seshan-khluhkayek "	NA	"MGV"	NA	" magnetic constrictor"	""
"2934"	"s"	"Seshan-korsau-tuhlek "	NA	"MGV"	NA	" magnetic storage bottle"	""
"2935"	"s"	"Seshan-kwitayek "	NA	"MGV"	NA	" magnetic repulsor"	""
"2936"	"s"	"Seshan-thonek "	NA	"MGV"	NA	" magnetometer"	""
"2937"	"s"	"Seshan-vel "	NA	"MGV"	NA	" magnet"	""
"2938"	"s"	"Seshan-vunai "	NA	"MGV"	NA	" magnetic field"	""
"2939"	"s"	"Seshan-vunai-yeturek "	NA	"MGV"	NA	" magnetic field drive"	""
"2940"	"s"	"Seshau "	NA	"MGV"	"v."	" pull"	""
"2941"	"s"	"Seshayek "	NA	"MGV"	NA	" tractor, tug"	""
"2942"	"s"	"Seshilan-eitaya "	NA	"MGV"	NA	" gravimetric shear"	""
"2943"	"s"	"Seshilan-glashayek "	NA	"MGV"	NA	" gravimetric scanner"	""
"2944"	"s"	"Seshilan-sagaya "	NA	"MGV"	NA	" gravimetric pulse"	""
"2945"	"s"	"Seshu-ip-thorshek "	NA	"MGV"	NA	" gravitic mine"	""
"2946"	"s"	"Seshupau "	NA	"MGV"	NA	" magnetize"	""
"2947"	"s"	"Seshupik "	NA	"MGV"	"adj."	" magnetic"	""
"2948"	"s"	"Seshupik flekh'es "	NA	"MGV"	NA	" magnetic anomaly"	""
"2949"	"s"	"Set "	NA	"MGV"	"n."	" drop"	""
"2950"	"s"	"Set'ki "	NA	"MGV"	NA	" interesting"	""
"2951"	"s"	"Set-kar "	NA	"MGV"	NA	" drop arm"	""
"2952"	"s"	"Set-mah-vel "	NA	"MGV"	NA	" drop hammer"	""
"2953"	"s"	"Set-sfek "	NA	"MGV"	NA	" drop point"	""
"2954"	"s"	"Set-spunek "	NA	"MGV"	NA	" drop valve"	""
